age,sex,height_cm,start_weight_kg,target_weight_kg,duration_weeks,start_bmi,target_bmi,avg_calorie_intake,avg_calorie_burn,main_exercise
59,Male,179.8,73.8,65.7,19.1,22.8,20.3,2083,318,Cycling 4x/week
30,Female,172,88.6,73.8,37.9,29.9,25,1907,554,Cycling 4x/week
25,Male,175.6,87.6,70.8,52.5,28.4,23,2545,629,Swimming 2x/week
68,Female,173.4,88.1,75.8,19.7,29.3,25.2,1596,297,Gym 3x/week
34,Female,152.1,74.8,63,17.8,32.3,27.2,1613,219,Running 3x/week
51,Male,186.6,82,74.1,15.9,23.6,21.3,2025,489,Gym 3x/week
36,Male,163.1,90.2,84.1,16.1,33.9,31.6,2382,259,Swimming 2x/week
25,Male,170.4,88.9,73.8,46.7,30.6,25.4,2532,609,Running 3x/week
55,Male,171.2,86.6,77.6,27.7,29.5,26.5,2042,499,Swimming 2x/week
67,Male,184.4,114.3,101.6,25.1,33.6,29.9,2869,183,Swimming 2x/week
57,Male,179.8,94.7,86.1,18.3,29.3,26.6,2344,305,HIIT 3x/week
46,Female,151.5,64.7,58.4,14.8,28.2,25.4,1341,474,Running 3x/week
23,Female,152.7,72.2,65.9,13.5,31,28.2,1731,478,Swimming 2x/week
56,Male,163.6,85.7,77.6,24.8,32,29,2085,558,HIIT 3x/week
70,Female,172.3,87.2,69.8,45.9,29.4,23.5,1679,436,Gym 3x/week
37,Male,177.1,87.7,72.1,33.2,28,23,2540,245,Swimming 2x/week
68,Female,161.4,72.5,63.8,24,27.8,24.5,1590,223,Running 3x/week
38,Female,163.5,75.2,60.5,35,28.1,22.6,1612,260,Swimming 2x/week
22,Female,161.4,85.6,69.2,39.1,32.9,26.6,1789,228,HIIT 3x/week
32,Female,151,51.6,42.5,27.7,22.6,18.6,1534,587,Gym 3x/week
25,Female,152.6,80.7,65.7,41.9,34.6,28.2,1792,496,Running 3x/week
65,Female,162.4,68,62.7,10.5,25.8,23.7,1635,509,Swimming 2x/week
18,Female,161.4,63.9,51.8,27.3,24.6,19.9,1527,300,Swimming 2x/week
34,Male,171.9,77.1,65.6,23.8,26.1,22.2,1972,510,Cycling 4x/week
28,Female,156.6,60.9,57,9.3,24.8,23.2,1568,525,Swimming 2x/week
48,Female,163.2,67.2,54.8,31.3,25.3,20.6,1577,190,Swimming 2x/week
52,Female,166.7,92.9,82.5,24.9,33.4,29.7,1770,330,HIIT 3x/week
69,Male,173.2,67.8,58,29.1,22.6,19.3,1564,529,Running 3x/week
34,Male,173.3,92.4,84.2,25,30.8,28,2378,208,Swimming 2x/week
18,Male,183.5,86.3,72.5,41.4,25.6,21.5,2583,589,Cycling 4x/week
47,Male,185.4,115.1,93.6,46.5,33.5,27.2,2795,344,Cycling 4x/week
42,Male,185.2,85.8,72.9,26.5,25,21.3,2203,612,Running 3x/week
21,Female,161.1,81.3,65.1,49.6,31.3,25.1,1928,567,Gym 3x/week
33,Female,161.5,58.9,50.9,25.2,22.6,19.5,1646,603,Gym 3x/week
43,Female,162.4,90,85.5,14.6,34.1,32.4,1747,495,Gym 3x/week
53,Female,171.9,102.1,90.7,33.6,34.5,30.7,2009,529,Running 3x/week
29,Female,171.6,87.4,81.4,10.1,29.7,27.7,1851,365,HIIT 3x/week
30,Female,160.7,80.6,74.7,12,31.2,28.9,2010,164,Gym 3x/week
22,Male,170.7,75.5,66.6,16.1,25.9,22.9,2354,260,Gym 3x/week
70,Female,173.3,80.4,74.6,14.1,26.8,24.9,1551,520,Swimming 2x/week
48,Female,172.8,102.5,89.3,35.4,34.3,29.9,2269,169,HIIT 3x/week
48,Female,163.5,90.5,77.7,40.5,33.9,29.1,1849,487,Cycling 4x/week
31,Female,160.4,89.9,74.8,45.7,34.9,29.1,1850,468,Running 3x/week
21,Female,170.4,94.9,81,21.8,32.7,27.9,1978,229,HIIT 3x/week
66,Male,183.9,113.5,93.5,38.9,33.6,27.7,2769,231,Running 3x/week
63,Male,171.8,77.3,69.4,25.4,26.2,23.5,1743,527,Gym 3x/week
31,Female,168.5,82.8,78.5,8,29.2,27.7,2088,236,Swimming 2x/week
37,Male,181,88.8,79.7,24.6,27.1,24.3,2536,549,Cycling 4x/week
44,Male,185.5,83.6,76,20.3,24.3,22.1,2104,440,Cycling 4x/week
57,Male,177.1,84.9,73.4,20.1,27.1,23.4,2245,325,Gym 3x/week
60,Female,161.5,73.9,61.9,34.5,28.3,23.7,1478,594,Gym 3x/week
32,Male,171.1,66.7,57.4,20.9,22.8,19.6,1880,434,Gym 3x/week
52,Male,166.3,95.6,86.8,18.5,34.5,31.4,2132,379,HIIT 3x/week
70,Female,161.1,82.9,66.9,24.7,31.9,25.8,1763,417,HIIT 3x/week
42,Male,164.7,59.7,54.5,9.9,22,20.1,1660,563,Cycling 4x/week
60,Female,155.3,70.7,57.2,38,29.3,23.7,1505,366,Swimming 2x/week
20,Male,184.7,111.5,92.3,35.8,32.7,27.1,2971,551,Gym 3x/week
50,Male,186.5,94.8,89.8,16.7,27.3,25.8,2477,422,Cycling 4x/week
38,Male,179,71.3,65.2,17,22.3,20.3,2026,394,Running 3x/week
42,Female,153.2,60.1,52.7,17.7,25.6,22.4,1300,304,HIIT 3x/week
37,Male,170.6,101.3,88.7,31.8,34.8,30.5,2520,448,Cycling 4x/week
26,Female,169.4,95.1,84.1,25.7,33.1,29.3,2185,232,Gym 3x/week
56,Male,164.6,73.2,59.9,34,27,22.1,1836,295,Gym 3x/week
46,Female,161.8,87,74.5,40.8,33.2,28.5,1716,446,Swimming 2x/week
37,Male,174,103.7,87.2,57.2,34.2,28.8,2712,641,Running 3x/week
37,Male,173.9,89.6,79.7,18.8,29.7,26.4,2275,427,Cycling 4x/week
48,Female,170.5,89.5,72.9,41.6,30.8,25.1,1714,375,Cycling 4x/week
63,Male,163.9,72.4,60.6,33,27,22.6,1668,529,Gym 3x/week
62,Female,165.6,78.7,73.9,12.4,28.7,27,1524,633,Gym 3x/week
65,Female,153,63.7,52.9,28,27.2,22.6,1220,283,Running 3x/week
60,Male,166.3,80.6,75.3,16.9,29.1,27.2,1747,477,Cycling 4x/week
28,Male,171.7,100.6,81.7,52,34.2,27.7,2611,599,HIIT 3x/week
41,Female,168,71,66.4,13.2,25.1,23.5,1751,401,Swimming 2x/week
33,Female,156.3,60.5,48.7,20.5,24.8,19.9,1568,500,HIIT 3x/week
62,Male,166.1,73,64,22.5,26.4,23.2,1715,648,HIIT 3x/week
40,Female,167.7,85.6,80.5,8.4,30.4,28.6,1726,576,HIIT 3x/week
35,Male,175,86.6,72.4,32.8,28.3,23.6,2456,468,Gym 3x/week
27,Male,167,89.6,72.2,54.7,32.1,25.9,2412,615,Running 3x/week
40,Female,152.3,54,46,15,23.3,19.9,1377,230,HIIT 3x/week
50,Male,184.7,113.4,91.8,37.7,33.2,26.9,2875,631,Gym 3x/week
39,Male,177.3,83.2,67.1,44.3,26.5,21.3,2424,640,Cycling 4x/week
57,Male,177.3,91.2,74.3,51.9,29,23.6,2347,457,Cycling 4x/week
24,Female,151.2,62.1,58,7.6,27.1,25.3,1404,388,HIIT 3x/week
60,Male,183,84.6,74,26.7,25.3,22.1,2219,501,HIIT 3x/week
39,Female,155.7,81.3,72.2,23.4,33.6,29.8,1582,645,Cycling 4x/week
69,Male,173.1,69.7,65.3,12.1,23.3,21.8,1583,591,Gym 3x/week
24,Male,164.6,63.9,55.6,14.5,23.6,20.5,1781,245,Cycling 4x/week
47,Male,163.9,67.1,62.7,15.3,25,23.4,1739,213,Gym 3x/week
27,Female,163.9,73.4,65.9,26.2,27.3,24.5,1660,232,Running 3x/week
28,Female,166.9,72.5,66.8,18.2,26,24,1602,265,Gym 3x/week
54,Female,162.9,77.4,65.5,34.8,29.2,24.7,1624,624,HIIT 3x/week
61,Female,172.6,94.1,86.9,11,31.6,29.2,1890,607,Running 3x/week
29,Male,181.1,103.1,96.4,10.5,31.4,29.4,2812,570,Running 3x/week
20,Female,174.1,88.6,75.1,28.8,29.2,24.8,2020,585,Swimming 2x/week
66,Male,176.9,98.2,79,40.9,31.4,25.3,2324,603,Running 3x/week
57,Male,186.6,92.2,81.5,19.9,26.5,23.4,2415,197,Cycling 4x/week
63,Female,159,58.9,47.1,25.3,23.3,18.6,1481,428,Running 3x/week
26,Male,176.4,69.6,58.1,31.7,22.4,18.7,2214,405,Running 3x/week
46,Male,177.2,74.4,67.6,15.5,23.7,21.5,2009,395,Running 3x/week
19,Female,152.7,66.3,61.8,10.9,28.4,26.5,1528,243,Swimming 2x/week
37,Female,164.5,83.4,67.7,33.6,30.8,25,1807,200,Running 3x/week
48,Female,167.2,79.9,74.7,16.7,28.6,26.7,1799,428,Cycling 4x/week
39,Male,165.4,86.1,78.9,23.7,31.5,28.9,2403,180,Running 3x/week
32,Male,184.4,82.7,74.2,24.8,24.3,21.8,2540,384,Running 3x/week
53,Female,166.2,81.2,72.2,18.3,29.4,26.1,1871,250,Cycling 4x/week
22,Female,168.7,70,58,38.5,24.6,20.4,1687,357,Swimming 2x/week
31,Male,184.7,89.9,84.8,17.6,26.3,24.9,2533,586,Swimming 2x/week
69,Female,165.2,73.1,59.1,25.7,26.8,21.7,1486,439,Gym 3x/week
66,Male,174.7,102.9,83,66.7,33.7,27.2,2451,538,Swimming 2x/week
55,Female,165.4,77.9,71.7,15.4,28.5,26.2,1837,607,Cycling 4x/week
28,Male,168.5,72.4,66.5,17.4,25.5,23.4,2136,302,Swimming 2x/week
30,Male,163.3,92.3,84.8,16.8,34.6,31.8,2448,415,Swimming 2x/week
60,Female,160.5,82.1,67.7,47,31.9,26.3,1584,568,Swimming 2x/week
51,Female,169.8,65.8,59.5,11,22.8,20.7,1403,418,HIIT 3x/week
49,Male,175.7,94.3,88,12,30.5,28.5,2389,581,Running 3x/week
62,Male,177.6,93.2,87.1,19.6,29.5,27.6,2409,385,Gym 3x/week
61,Male,183.5,95.3,89.2,12.5,28.3,26.5,2337,398,Gym 3x/week
70,Female,160.5,58.4,49,20.5,22.7,19,1336,337,HIIT 3x/week
57,Female,170.1,83.3,77.9,11.2,28.8,26.9,1663,213,Gym 3x/week
45,Male,164.9,66.7,53.6,43.3,24.5,19.7,1588,506,Cycling 4x/week
51,Male,167.6,97.9,89.1,25.9,34.9,31.7,2517,429,Gym 3x/week
42,Female,156.6,70.8,62,17.4,28.9,25.3,1644,610,HIIT 3x/week
19,Male,171.8,98.1,86.2,28.6,33.2,29.2,2498,306,HIIT 3x/week
18,Male,179.5,84.9,68.3,39.6,26.3,21.2,2520,597,Cycling 4x/week
68,Female,167.4,67.2,61.8,16.4,24,22,1469,225,Swimming 2x/week
21,Male,170.2,89.4,72.7,29.8,30.9,25.1,2277,187,Swimming 2x/week
58,Female,173.5,86.6,76.7,32,28.8,25.5,1649,300,HIIT 3x/week
54,Female,172.7,103.1,82.8,32,34.6,27.8,1901,249,Cycling 4x/week
51,Female,161,72.1,64.3,23.5,27.8,24.8,1446,507,Gym 3x/week
31,Male,183.5,82.9,71.3,22.3,24.6,21.2,2398,188,HIIT 3x/week
45,Male,163.9,90.8,72.8,62.7,33.8,27.1,2119,492,Running 3x/week
35,Male,176.7,75.8,68.7,22.4,24.3,22,2074,511,HIIT 3x/week
59,Male,176.1,93.7,88.4,15.5,30.2,28.5,2236,194,Gym 3x/week
24,Male,175.6,106.5,100.2,18.6,34.5,32.5,2913,551,Running 3x/week
56,Female,157.3,59.6,47.8,31.7,24.1,19.3,1312,193,Swimming 2x/week
68,Male,168,72.8,62.3,24.2,25.8,22.1,1885,641,HIIT 3x/week
19,Female,165.3,74.7,65.9,30.5,27.3,24.1,1658,412,HIIT 3x/week
32,Female,171.9,100.9,85.4,37,34.1,28.9,1998,154,Swimming 2x/week
35,Female,156.4,61.7,50.9,23.6,25.2,20.8,1543,635,Running 3x/week
56,Male,182.2,86.6,71.7,32.8,26.1,21.6,2109,272,Swimming 2x/week
24,Female,162.9,86.6,75.2,32.4,32.6,28.3,1804,385,Gym 3x/week
39,Female,165,89.5,73.7,51.5,32.8,27.1,1833,602,Swimming 2x/week
41,Female,158.3,86.2,78.2,20.3,34.4,31.2,1909,339,HIIT 3x/week
65,Male,167.1,64.5,53.3,23.3,23.1,19.1,1436,606,Swimming 2x/week
42,Female,174.5,105.8,100.3,17.8,34.8,32.9,2044,340,HIIT 3x/week
26,Male,176.6,95.4,86,18.9,30.6,27.6,2734,375,Swimming 2x/week
63,Female,174.5,95.9,82.4,22.8,31.5,27,2006,325,HIIT 3x/week
38,Male,183.5,91.1,81.7,26.2,27.1,24.3,2341,437,Cycling 4x/week
54,Female,159.8,67.7,62,17.4,26.5,24.3,1575,588,Cycling 4x/week
37,Male,168.3,81.3,66.6,51.3,28.7,23.5,2041,613,Running 3x/week
46,Male,179.5,111.2,105.4,16.6,34.5,32.7,2699,274,Running 3x/week
31,Male,185.4,94.9,88.4,11.7,27.6,25.7,2562,483,HIIT 3x/week
67,Female,171.4,76.1,68.6,22.4,25.9,23.4,1747,176,Cycling 4x/week
19,Female,161.1,64.1,59.5,10,24.7,22.9,1508,477,HIIT 3x/week
18,Male,182.5,110.2,101.1,28.4,33.1,30.4,3020,258,HIIT 3x/week
64,Female,152.1,78,72.2,17,33.7,31.2,1665,495,Cycling 4x/week
45,Male,167.9,62.9,55.6,11.8,22.3,19.7,1716,556,Cycling 4x/week
53,Female,162.1,85.7,71.2,42.2,32.6,27.1,1782,457,Cycling 4x/week
57,Male,168.7,94.7,80.6,45.8,33.3,28.3,2312,483,Cycling 4x/week
28,Female,173.9,72.1,58.2,44.3,23.8,19.3,1692,216,Cycling 4x/week
64,Female,159.1,83.7,76.8,10.8,33,30.3,1542,451,Running 3x/week
62,Male,171.2,74,65.9,13.2,25.3,22.5,1640,484,Gym 3x/week
31,Male,181.1,107.5,100.4,20.1,32.8,30.6,3015,600,Gym 3x/week
20,Female,153.3,55.4,47.9,13.3,23.6,20.4,1684,475,Cycling 4x/week
61,Female,174.3,85.7,72.5,44.1,28.2,23.9,1648,158,HIIT 3x/week
52,Male,182.8,94.1,77.9,53.2,28.2,23.3,2333,410,Running 3x/week
37,Female,162.7,59.4,51.8,15,22.5,19.6,1621,616,Gym 3x/week
29,Female,161.9,70.3,63.9,13.3,26.8,24.4,1782,629,HIIT 3x/week
63,Female,164.4,61.1,57.3,7.4,22.6,21.2,1368,617,Gym 3x/week
21,Female,158.1,60.8,55.1,8.6,24.3,22,1620,592,Running 3x/week
33,Male,186.7,104,91,24,29.8,26.1,2851,311,Cycling 4x/week
39,Female,155,56.1,48.5,23.4,23.3,20.2,1605,431,Running 3x/week
58,Female,174.9,83.4,67,37.7,27.3,21.9,1861,572,Running 3x/week
35,Female,161,72.8,66.5,21.7,28.1,25.7,1701,374,Gym 3x/week
62,Female,153.2,54,44.1,27.7,23,18.8,1231,649,Cycling 4x/week
49,Male,181.9,85.7,73.7,40.8,25.9,22.3,2403,594,Running 3x/week
26,Female,151.8,51.1,42.2,17.9,22.2,18.3,1285,452,Cycling 4x/week
26,Female,165.5,88.6,82.1,19.7,32.4,30,2199,451,Gym 3x/week
70,Male,164.2,70.5,62.5,25.5,26.1,23.2,1672,252,Gym 3x/week
63,Female,151.4,68.6,61.1,15.5,30,26.7,1402,340,Gym 3x/week
49,Female,158.2,56.1,47,20.9,22.4,18.8,1240,327,Running 3x/week
28,Male,178,109.6,103.4,12.8,34.6,32.6,2729,223,Cycling 4x/week
20,Female,163.1,77.6,64.1,28.8,29.2,24.1,1881,585,Gym 3x/week
70,Male,167.5,78.3,70.6,19.8,27.9,25.2,1873,295,Swimming 2x/week
39,Female,153,51.7,43.2,19.6,22.1,18.4,1409,526,Cycling 4x/week
62,Female,159.1,81.1,73.5,18.2,32,29.1,1457,624,Running 3x/week
48,Female,157.8,77.4,65.2,26.1,31.1,26.2,1557,535,Running 3x/week
23,Male,176.1,89.7,79.6,27.4,28.9,25.7,2474,503,Cycling 4x/week
23,Female,153.9,76.7,63.4,34.7,32.4,26.7,1824,546,Cycling 4x/week
69,Male,180.6,103,85.3,31.4,31.6,26.1,2439,368,Cycling 4x/week
61,Female,169,72.9,61.1,18.5,25.5,21.4,1684,188,Running 3x/week
24,Female,155,71.5,63,23.4,29.8,26.2,1711,382,Gym 3x/week
65,Female,158.3,87.5,79,20.3,34.9,31.5,1569,230,Running 3x/week
34,Female,166.6,79.9,64.1,45.5,28.8,23.1,2027,251,Cycling 4x/week
24,Female,168.5,72.5,68,9.9,25.5,24,1948,167,Swimming 2x/week
25,Female,165.2,62,56.4,10.3,22.7,20.6,1583,204,Running 3x/week
32,Female,162.3,65.1,58.9,9.3,24.7,22.4,1702,261,Gym 3x/week
59,Female,160.4,84.3,77.7,20.3,32.7,30.2,1685,277,Cycling 4x/week
38,Female,165.8,70.6,58.8,33.2,25.7,21.4,1713,432,Cycling 4x/week
22,Male,175.2,93.5,86.1,15.9,30.5,28.1,2483,315,Cycling 4x/week
42,Female,168.6,82.9,74.8,18,29.2,26.3,1649,649,Cycling 4x/week
36,Female,165.4,87,76.2,28.5,31.8,27.8,2105,477,Gym 3x/week
61,Female,156.4,59,48.1,26.5,24.1,19.7,1284,398,Gym 3x/week
62,Female,154.3,73.7,61.8,20.2,30.9,26,1526,507,HIIT 3x/week
40,Male,172.1,66.3,57.9,19.7,22.4,19.6,1904,388,Swimming 2x/week
59,Female,167.7,65.8,52.9,38.1,23.4,18.8,1348,395,Swimming 2x/week
58,Female,170.5,79.9,73.2,11.6,27.5,25.2,1590,291,Running 3x/week
42,Male,169.5,86.9,74.4,40.3,30.3,25.9,2138,583,HIIT 3x/week
70,Male,171.2,94.3,79,43.2,32.2,27,2203,386,Cycling 4x/week
18,Male,173,74.1,61.3,42.2,24.8,20.5,2102,542,Gym 3x/week
42,Male,167.8,83.5,74.2,18.3,29.7,26.3,2046,579,HIIT 3x/week
68,Male,164.9,65.3,57.5,14.4,24,21.1,1396,596,Swimming 2x/week
66,Female,173.4,95.8,86.4,28.8,31.9,28.7,1893,647,Running 3x/week
69,Female,156.6,55.9,45.6,26.2,22.8,18.6,1130,399,HIIT 3x/week
54,Male,171.6,79.5,73.9,18.6,27,25.1,2170,306,HIIT 3x/week
33,Female,169.5,78.1,69.8,23.9,27.2,24.3,2001,633,HIIT 3x/week
30,Female,156.3,53.9,50.9,8.3,22.1,20.8,1395,555,Running 3x/week
54,Female,164.1,67.1,59.1,27.9,24.9,22,1329,600,Gym 3x/week
33,Male,166.1,93.9,79.8,46.5,34.1,29,2360,298,HIIT 3x/week
31,Female,169.6,93.2,83.9,25.5,32.4,29.2,2181,377,Swimming 2x/week
58,Female,156,53.8,46.9,19.1,22.1,19.3,1400,158,Gym 3x/week
68,Male,166.9,72.9,64.9,21.6,26.2,23.3,1811,572,Gym 3x/week
42,Female,169.8,78,65.1,41.9,27,22.6,1941,458,Cycling 4x/week
44,Female,155.8,54,43.7,34.4,22.2,18,1466,164,Gym 3x/week
52,Female,164.3,91.7,77,37.3,34,28.5,1976,523,Running 3x/week
39,Male,172.2,87,81.9,14.7,29.3,27.6,2167,574,Gym 3x/week
58,Male,183,110.6,104.7,15.4,33,31.3,2623,312,HIIT 3x/week
24,Female,158.8,70.5,61.3,18.2,27.9,24.3,1654,498,Swimming 2x/week
34,Female,174.5,85.9,70.9,28.2,28.2,23.3,1890,257,Cycling 4x/week
54,Male,179.9,79.4,65.8,24.3,24.5,20.3,2052,542,Swimming 2x/week
66,Female,167.5,69.3,56.8,30.5,24.7,20.2,1330,417,HIIT 3x/week
53,Female,171.7,75,67,25.3,25.4,22.7,1501,440,Running 3x/week
28,Female,163.6,61.4,57.2,10.8,22.9,21.4,1434,333,Cycling 4x/week
38,Female,154.5,74.9,64.4,29.6,31.4,27,1735,285,HIIT 3x/week
52,Male,179.1,75.4,63.6,22.3,23.5,19.8,1794,524,Swimming 2x/week
37,Male,171.1,91.8,83.2,18.6,31.4,28.4,2355,561,Cycling 4x/week
51,Female,151.2,74.3,63.9,20.5,32.5,28,1593,602,Swimming 2x/week
59,Male,164.1,89.2,80.9,16.8,33.1,30,2126,551,Cycling 4x/week
24,Male,186.2,117.5,109.9,25.8,33.9,31.7,3030,591,Gym 3x/week
38,Male,167.2,78.7,71.7,16.9,28.2,25.7,1914,315,Swimming 2x/week
57,Female,154.2,67.5,59.6,21.7,28.4,25.1,1627,481,Gym 3x/week
23,Male,184.3,116.3,107.2,29.6,34.2,31.6,2937,416,Gym 3x/week
58,Female,162.9,92,79.9,33.6,34.7,30.1,1727,613,Cycling 4x/week
34,Female,161.8,75.8,64.6,16.8,29,24.7,1630,339,HIIT 3x/week
70,Male,169,71.6,62.1,33,25.1,21.8,1658,588,Running 3x/week
69,Female,163.7,75.9,70.5,15.2,28.3,26.3,1502,436,Running 3x/week
20,Male,170.2,66.7,54.7,35.5,23,18.9,2038,307,Running 3x/week
21,Male,168.2,77.2,67.3,20.5,27.3,23.8,2325,178,Cycling 4x/week
26,Male,185.1,88.7,73.3,41.8,25.9,21.4,2493,376,Cycling 4x/week
65,Male,173.6,94.5,78,30.1,31.4,25.9,2410,278,Gym 3x/week
22,Male,184.9,83.6,67.9,31.7,24.4,19.8,2623,203,Running 3x/week
50,Male,172.6,75.6,65.2,34.7,25.4,21.9,1894,343,Running 3x/week
47,Female,165.9,63,51,41.7,22.9,18.5,1568,542,Cycling 4x/week
70,Male,186,81.6,67.6,38.6,23.6,19.5,2084,352,Running 3x/week
49,Male,169,74.8,61,32.4,26.2,21.4,2084,383,Running 3x/week
70,Female,153.3,71,63.7,16.1,30.2,27.1,1298,428,Cycling 4x/week
34,Female,163.8,60,53.3,19.2,22.3,19.8,1408,420,Swimming 2x/week
61,Female,170,73.8,65.1,18.7,25.5,22.5,1763,473,Cycling 4x/week
20,Female,167.8,69.5,62,19.6,24.7,22,1979,215,Swimming 2x/week
39,Male,169.9,95.3,81,27.6,33,28.1,2249,476,HIIT 3x/week
23,Male,179.8,79.3,71.2,14.8,24.5,22,2522,233,Cycling 4x/week
27,Female,173.7,93.2,86.9,19.8,30.9,28.8,2032,348,Cycling 4x/week
48,Male,168.4,67.7,55.8,29.7,23.9,19.7,1775,246,Gym 3x/week
63,Female,155.4,60.4,51.3,30.7,25,21.2,1522,196,Running 3x/week
69,Male,185.3,116.4,105.4,17.2,33.9,30.7,2670,365,Cycling 4x/week
37,Female,169.4,92.7,88.1,10,32.3,30.7,2179,181,Swimming 2x/week
68,Female,154.7,57.3,47,17.5,23.9,19.6,1081,328,Running 3x/week
62,Male,184.9,106.2,86,43.3,31.1,25.2,2386,301,Running 3x/week
43,Male,171.2,91.6,76.8,45.7,31.3,26.2,2298,413,Gym 3x/week
52,Female,152.3,77,69.3,24.9,33.2,29.9,1550,571,Cycling 4x/week
37,Male,169.7,82.4,74.7,16.6,28.6,26,2119,615,Swimming 2x/week
66,Female,168.2,95.7,89.5,16.2,33.8,31.6,1763,579,Cycling 4x/week
58,Male,178.3,107.4,89.8,50.6,33.8,28.2,2621,566,Swimming 2x/week
41,Male,165.3,64.7,54.7,26.7,23.7,20,1893,399,HIIT 3x/week
40,Male,165.3,84,74.7,31.8,30.7,27.3,1977,365,Cycling 4x/week
49,Male,166.3,89.7,80.3,16.7,32.4,29,2391,468,HIIT 3x/week
36,Female,157.2,80.5,64.9,52.4,32.6,26.3,1650,615,HIIT 3x/week
65,Male,175.9,85.4,72.5,37.6,27.6,23.4,2006,331,Swimming 2x/week
38,Male,168,67,60.3,17.9,23.7,21.4,1989,565,Running 3x/week
26,Female,165.3,63.9,56.1,19.6,23.4,20.5,1535,448,Swimming 2x/week
44,Female,158.1,66.1,57.1,26.6,26.4,22.8,1669,241,Gym 3x/week
20,Female,172.9,68.5,62.9,9.7,22.9,21,1921,179,Gym 3x/week
39,Male,174.8,91.6,78.4,26.2,30,25.6,2210,457,Running 3x/week
40,Female,174.2,87.6,78.3,31.2,28.9,25.8,1857,151,Running 3x/week
66,Female,168.8,77.8,69.8,19.1,27.3,24.5,1535,460,Swimming 2x/week
26,Male,183.9,113.8,98.6,36.4,33.6,29.1,3209,396,Gym 3x/week
44,Female,168.3,90.6,84.5,20.1,32,29.8,1766,618,Running 3x/week
34,Female,156.7,77.2,72.6,10.9,31.4,29.5,1668,490,HIIT 3x/week
20,Female,151.5,61.9,49.7,24.2,27,21.6,1487,313,HIIT 3x/week
20,Male,171.8,81.1,65.4,46,27.5,22.2,2322,621,HIIT 3x/week
34,Female,174.2,82.9,75.4,15.8,27.3,24.8,2046,286,Swimming 2x/week
66,Female,165.9,91.6,86.9,10.3,33.3,31.6,1902,640,Running 3x/week
30,Male,178.9,83.9,77,18.6,26.2,24.1,2532,314,Gym 3x/week
32,Male,181.9,78.3,71.7,11.8,23.7,21.7,2241,497,HIIT 3x/week
37,Female,153.2,73.3,60.6,34.5,31.2,25.8,1623,580,Running 3x/week
60,Male,165.3,87.7,71.3,37.9,32.1,26.1,2192,291,Cycling 4x/week
48,Male,181.5,78.4,67.9,17.2,23.8,20.6,1932,334,Cycling 4x/week
58,Male,165.9,73,66.1,20.7,26.5,24,1971,504,HIIT 3x/week
50,Male,172.1,74.9,65.4,15.5,25.3,22.1,1768,485,Running 3x/week
28,Male,171,94.1,85.6,27.7,32.2,29.3,2414,532,Running 3x/week
37,Male,172.4,91.2,86.5,10.9,30.7,29.1,2544,275,Running 3x/week
56,Female,168.2,73.8,67.7,10.2,26.1,23.9,1620,204,Gym 3x/week
54,Male,170.1,88.1,80.1,23.5,30.4,27.7,2242,508,HIIT 3x/week
19,Male,166.3,71.1,65.4,18.4,25.7,23.6,1914,189,Swimming 2x/week
61,Female,168.7,69.9,58.8,27.6,24.5,20.7,1434,236,HIIT 3x/week
31,Female,164.9,62.6,51.3,32.4,23,18.9,1605,357,Gym 3x/week
54,Female,167.6,83.2,67.1,54.3,29.6,23.9,1793,598,HIIT 3x/week
43,Female,156.6,79.5,70.1,22.4,32.4,28.6,1804,427,HIIT 3x/week
27,Male,168.8,78.5,69.4,19.3,27.5,24.3,2157,601,Running 3x/week
27,Male,170.6,87.6,74.3,41,30.1,25.5,2310,261,HIIT 3x/week
62,Male,177.2,88.9,72,59,28.3,22.9,2125,214,HIIT 3x/week
50,Male,173.6,82.8,78.6,6.8,27.5,26.1,2082,523,Swimming 2x/week
20,Male,178.6,89,80.5,13.2,27.9,25.2,2664,469,Cycling 4x/week
27,Female,172.9,73.5,59.9,29.9,24.6,20,1810,228,HIIT 3x/week
69,Male,182.2,97.9,84.5,29.4,29.5,25.5,2285,488,HIIT 3x/week
37,Female,152.7,65.4,54.3,27.8,28,23.3,1654,376,Swimming 2x/week
38,Male,184.9,96.2,83.6,40.1,28.1,24.4,2710,151,Running 3x/week
47,Male,170.3,75.5,68.9,12.1,26,23.8,1848,593,Gym 3x/week
63,Female,155.3,60.4,48.7,24.9,25,20.2,1413,474,HIIT 3x/week
26,Female,159.8,73.1,64.7,22.3,28.6,25.3,1594,304,HIIT 3x/week
28,Female,171.5,69.9,56.5,33.9,23.8,19.2,1631,576,Running 3x/week
20,Male,181.9,102.4,93.6,16.5,30.9,28.3,3013,235,HIIT 3x/week
68,Male,177.4,74.9,61.9,44.6,23.8,19.7,1831,300,HIIT 3x/week
63,Female,167.5,90.1,73.1,27,32.1,26.1,1980,345,Cycling 4x/week
69,Female,155.1,62,51.1,35.5,25.8,21.2,1331,250,Cycling 4x/week
70,Female,169.4,85.8,72.3,35,29.9,25.2,1758,457,HIIT 3x/week
34,Female,154.5,79.6,69.3,18.5,33.4,29,1831,591,Gym 3x/week
47,Male,170.6,101.7,91.1,16.1,34.9,31.3,2419,232,HIIT 3x/week
60,Male,167.4,61.9,53.7,14.1,22.1,19.2,1715,211,Cycling 4x/week
